59,65,78,30,85,6,79,52,11,21,61,71,97,50,38,11,27,10,10,9,43,22,30,20,54,54,37,54,15,22,89,25,33,40,9,71,14,2,17,18,4,17,20,12,14,10,56,15,28,16,27,53,19,2,92,36,49,18,24,74,38,84,36,55,40,51,87,87,58,41,82,55,63,5,82,38,16,36,12,72,39,92,36,90,19,74,25,36,10,38,27,95,14,5,35,44,20,88,6,67,62,81,32,81,35,2,46,5,55,4,84,44,88,75,56,66,40,23,71,22,72,90,30,16,52,36,87,52,5,95,20,83,50,32,9,37,28,17,28,88,6,99,55,55,59,56,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,11,38,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,56,66,97,50,61,71,34,70,10,9,43,22,30,20,20,83,62,68,88,75,72,90,12,72,9,71,14,2,17,18,4,17,20,12,14,10,56,15,28,16,27,53,19,2,92,36,9,37,24,74,74,51,87,52,68,84,55,55,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,20,88,6,67,62,81,32,81,35,2,46,5,55,4,6,99,38,84,38,87,40,23,71,22,89,25,16,36,52,36,7,98,5,95,82,38,50,32,63,5,28,17,40,51,45,76,35,94,59,56,36,55,28,88,10,38,27,10,90,68,87,87,25,36,19,74,84,44,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,11,38,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,56,66,97,50,61,71,34,70,10,9,43,22,30,20,20,83,62,68,88,75,72,90,12,72,9,71,14,2,17,18,4,17,20,12,14,10,56,15,28,16,27,53,19,2,92,36,9,37,24,74,74,51,87,52,68,84,55,55,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,20,88,6,67,62,81,32,81,35,2,46,5,55,4,6,99,38,84,38,87,40,23,71,22,89,25,16,36,52,36,7,98,5,95,82,38,50,32,63,5,28,17,40,51,45,76,35,94,59,56,36,55,28,88,10,38,27,10,90,68,87,87,25,36,19,74,84,44,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,11,38,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,56,66,97,50,61,71,34,70,10,9,43,22,30,20,20,83,62,68,88,75,72,90,12,72,9,71,14,2,17,18,4,17,20,12,14,10,56,15,28,16,27,53,19,2,92,36,9,37,24,74,74,51,87,52,68,84,55,55,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,20,88,6,67,62,81,32,81,35,2,46,5,55,4,6,99,38,84,38,87,40,23,71,22,89,25,16,36,52,36,7,98,5,95,82,38,50,32,63,5,28,17,40,51,45,76,35,94,59,56,36,55,28,88,10,38,27,10,90,68,87,87,25,36,19,74,84,44,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,11,38,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,40,51,36,55,97,50,61,71,27,10,10,9,43,22,30,20,82,38,82,55,88,75,72,90,12,72,9,71,14,2,17,18,4,17,20,12,14,10,56,15,19,74,27,53,19,2,92,36,87,87,24,74,28,16,84,44,63,5,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,20,88,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,87,52,5,95,20,83,50,32,9,37,28,17,28,88,6,99,55,55,59,56,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,11,38,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
40,51,78,30,85,6,79,52,59,65,36,55,97,50,61,71,27,10,10,9,43,22,30,20,82,38,82,55,88,75,72,90,12,72,9,71,14,2,17,18,4,17,20,12,14,10,56,15,19,74,27,53,19,2,92,36,87,87,24,74,28,16,84,44,63,5,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,20,88,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,87,52,5,95,20,83,50,32,9,37,28,17,28,88,6,99,55,55,59,56,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,11,38,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,40,51,36,55,97,50,61,71,27,10,10,9,28,17,30,20,82,38,82,55,88,75,72,90,55,55,59,56,14,2,17,18,4,17,20,12,14,10,56,15,19,74,27,53,19,2,92,36,87,87,24,74,28,16,84,44,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,11,38,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
40,51,78,30,85,6,79,52,59,65,36,55,97,50,61,71,27,10,10,9,28,17,30,20,82,38,82,55,88,75,72,90,55,55,59,56,14,2,17,18,4,17,20,12,14,10,56,15,19,74,27,53,19,2,92,36,87,87,24,74,28,16,84,44,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,11,38,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,36,55,59,56,88,75,72,90,40,51,55,55,14,2,17,18,4,17,20,12,14,10,56,15,19,74,27,53,11,38,92,36,87,87,24,74,28,16,84,44,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,19,2,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,36,55,59,56,88,75,72,90,40,51,55,55,14,2,17,18,4,17,20,12,14,10,56,15,19,74,27,53,11,38,92,36,87,87,24,74,28,16,84,44,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,19,2,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,30,16,25,36,10,38,72,90,59,56,55,55,14,2,17,18,4,17,20,12,14,10,56,15,28,16,27,53,19,2,92,36,9,37,24,74,19,74,36,55,87,87,40,51,58,41,36,90,27,95,39,92,38,84,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,84,44,88,75,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,11,38,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,28,16,59,56,88,75,72,90,40,51,55,55,14,2,17,18,4,17,20,12,14,10,56,15,11,38,27,53,87,87,92,36,84,44,24,74,19,74,36,55,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,19,2,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,28,16,59,56,88,75,72,90,40,51,55,55,14,2,17,18,4,17,20,12,14,10,56,15,11,38,27,53,87,87,92,36,84,44,24,74,19,74,36,55,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,19,2,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,28,16,59,56,88,75,72,90,40,51,55,55,14,2,17,18,4,17,20,12,14,10,56,15,11,38,27,53,87,87,92,36,84,44,24,74,19,74,36,55,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,19,2,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,28,16,59,56,84,44,72,90,88,75,55,55,14,2,17,18,4,17,20,12,14,10,56,15,11,38,27,53,87,87,92,36,87,52,24,74,19,74,36,55,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,40,51,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,19,2,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,30,16,11,38,10,38,72,90,55,55,59,56,14,2,17,18,4,17,20,12,14,10,56,15,28,16,27,53,25,36,92,36,87,87,24,74,19,74,36,55,9,37,40,51,58,41,36,90,27,95,39,92,38,84,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,84,44,88,75,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,20,88,50,32,63,5,43,22,20,83,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,19,2,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,28,16,59,56,88,75,72,90,87,52,55,55,14,2,17,18,4,17,20,12,14,10,56,15,11,38,27,53,87,87,92,36,84,44,24,74,19,74,36,55,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,40,51,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,19,2,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,28,16,84,44,88,75,72,90,55,55,59,56,14,2,17,18,4,17,20,12,14,10,56,15,11,38,27,53,87,87,92,36,87,52,24,74,19,74,36,55,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,40,51,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,55,7,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,19,2,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,30,16,19,2,10,38,72,90,55,55,59,56,14,2,17,18,4,17,20,12,14,10,9,37,28,16,27,53,25,36,92,36,56,15,24,74,19,74,36,55,87,87,40,51,58,41,36,90,27,95,39,92,38,84,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,84,44,88,75,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,11,38,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,55,7,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,28,16,84,44,88,75,72,90,55,55,59,56,14,2,17,18,4,17,20,12,14,10,56,15,19,2,27,53,87,87,92,36,87,52,24,74,19,74,36,55,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,40,51,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,11,38,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,55,7,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,28,16,84,44,88,75,72,90,55,55,59,56,14,2,17,18,4,17,20,12,14,10,56,15,19,2,27,53,87,52,92,36,87,87,24,74,19,74,36,55,9,37,10,38,58,41,36,90,27,95,39,92,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,40,51,28,88,20,83,50,32,63,5,43,22,20,88,5,95,9,71,12,72,7,98,35,94,34,70,38,87,62,68,45,76,68,84,90,68,74,51,31,19,11,38,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,55,7,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
59,65,78,30,85,6,79,52,82,55,82,38,97,50,61,71,27,10,10,9,28,17,30,20,28,16,19,2,88,75,72,90,40,51,55,55,14,2,17,18,4,17,20,12,14,10,56,15,58,41,27,53,87,87,92,36,84,44,24,74,19,74,36,55,9,37,10,38,20,88,36,90,27,95,34,70,30,16,11,21,15,22,33,40,38,11,49,18,37,54,54,54,14,5,35,44,6,99,6,67,62,81,32,81,35,2,46,5,55,4,25,36,38,84,56,66,40,23,71,22,89,25,16,36,52,36,87,52,28,88,59,56,50,32,63,5,43,22,20,83,5,95,9,71,12,72,7,98,35,94,39,92,38,87,62,68,45,76,68,84,90,68,74,51,31,19,11,38,13,72,8,63,54,84,47,76,85,34,74,53,99,47,68,8,55,7,63,77,65,93,47,57,39,45,51,67,20,75,1,70,
